molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL3421766,O=[N+]([O-])c1ccc(-c2cccnc2)c(OCCc2ccccc2)c1,active,75.0
CHEMBL3421767,O=[N+]([O-])c1ccc(-c2cccnc2)c(OCCCc2ccccc2)c1,active,137.0
CHEMBL3421768,O=[N+]([O-])c1ccc(-c2ccncc2)c(OCc2ccccc2)c1,intermediate,2425.0
CHEMBL3421769,O=[N+]([O-])c1ccc(-c2ccncc2)c(OCCc2ccccc2)c1,intermediate,1894.0
CHEMBL3421770,O=[N+]([O-])c1ccc(-c2ccncc2)c(OCCCc2ccccc2)c1,intermediate,4993.0
CHEMBL3421778,FC(F)(F)c1ccc(-c2ccncc2)c(OCCc2ccccc2)c1,intermediate,2090.0
CHEMBL3421779,N#Cc1ccc(-c2cccnc2)c(OCCc2ccccc2)c1,active,165.0
CHEMBL3421780,N#Cc1ccc(-c2ccncc2)c(OCCc2ccccc2)c1,intermediate,1546.0
CHEMBL3421785,O=[N+]([O-])c1ccc(Cc2cccnc2)c(OCCc2ccccc2)c1,active,128.0
CHEMBL3421786,O=[N+]([O-])c1ccc(Cc2ccncc2)c(OCCc2ccccc2)c1,active,157.0
CHEMBL3421764,Nc1ccc(-c2cccnc2)c(OCc2ccccc2)c1,active,447.0
CHEMBL3422044,NCCOc1ccc(/C(=C(\Cn2cnnc2)c2ccccc2)c2ccc(O)cc2)cc1,active,699.0
CHEMBL3422043,NCCOc1ccc(/C(=C(/Cn2cnnc2)c2ccccc2)c2ccc(O)cc2)cc1,active,715.0
CHEMBL3422042,NCCOc1ccc(/C(=C(\Cn2cncn2)c2ccccc2)c2ccc(O)cc2)cc1,active,174.0
CHEMBL3422041,NCCOc1ccc(/C(=C(\Cn2ccnc2)c2ccccc2)c2ccc(O)cc2)cc1,active,16.9
CHEMBL3422040,N#CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,active,48.9
CHEMBL3422039,NCCOc1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccc(O)cc2)cc1,intermediate,1930.0
CHEMBL3422038,CC(C)/C(=C(/c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,active,328.0
CHEMBL3422037,CCC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,active,261.0
CHEMBL3422036,NCCOc1ccc(/C(=C(\CCCl)c2ccccc2)c2ccc(O)cc2)cc1,active,143.0
CHEMBL3422035,C/C(=C(/c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,active,337.0
CHEMBL3422034,NCCOc1ccc(/C(=C/c2ccccc2)c2ccc(O)cc2)cc1,intermediate,6290.0
CHEMBL3422033,CC/C(=C(/c1ccc(N)cc1)c1ccc(OCCN)cc1)c1ccc(O)cc1,active,48.1
CHEMBL3422032,CC/C(=C(/c1ccc(N)cc1)c1ccc(OCCN)cc1)c1ccccc1,active,53.1
CHEMBL3422031,CC/C(=C(/c1ccccc1)c1ccc(OCCN)cc1)c1ccccc1,active,913.0
CHEMBL3422030,CCC(CC)=C(c1ccc(O)cc1)c1ccc(OCCN)cc1,intermediate,1320.0
CHEMBL3422029,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccc(F)cc1,intermediate,1020.0
CHEMBL3422028,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccc(O)cc1,active,45.0
CHEMBL3422045,NCCOc1ccc(/C(=C2\CCc3ccccc32)c2ccc(O)cc2)cc1,active,493.0
CHEMBL3422046,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCO)cc1)c1ccccc1,inactive,30500.0
CHEMBL3422047,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCC(=O)O)cc1)c1ccccc1,intermediate,3680.0
CHEMBL3422050,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCCN)cc1)c1ccccc1,intermediate,1240.0
CHEMBL3422051,CC/C(=C(/c1ccc(O)cc1)c1ccc(CCCN)cc1)c1ccccc1,intermediate,7340.0
CHEMBL3422052,CC/C(=C(/c1ccc(O)cc1)c1ccc(CCCN)cc1)c1ccc(O)cc1,active,491.0
CHEMBL2386285,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,active,102.0
CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,active,5.3
CHEMBL3582472,Fc1cncc(-c2nc3cc(F)c(F)cc3n2C2CC2)c1,intermediate,4513.0
CHEMBL3582477,CC(C)(O)c1cncc(-c2nc3cc(F)c(F)cc3n2C2CC2)c1,intermediate,1268.0
CHEMBL3582478,CC(C)(O)c1cncc(-c2nc3ccc(F)cc3n2C2CC2)c1,intermediate,1021.0
CHEMBL2430505,O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(-c3ccccc3)nn2)cc1,inactive,12500.0
CHEMBL2430506,O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(COc3ccccc3)nn2)cc1,intermediate,9400.0
CHEMBL2430509,Cc1ccc(OCc2cn(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)nn2)cc1,intermediate,8000.0
CHEMBL2430510,O=Cc1ccc(OCc2cn(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)nn2)cc1,intermediate,7900.0
CHEMBL2430511,O=[N+]([O-])c1ccc(OCc2cn(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)nn2)cc1,intermediate,2900.0
CHEMBL2430512,Cc1ccccc1OCc1cn(-c2ccc(S(=O)(=O)NCCc3ccccc3)cc2)nn1,intermediate,3400.0
CHEMBL2430507,O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(COc3cccc4ccccc34)nn2)cc1,intermediate,3400.0
CHEMBL2430508,O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(COc3ccc4ccccc4c3)nn2)cc1,intermediate,1300.0
CHEMBL2430497,O=c1ccc2ccc(OCc3cn(-c4ccc(S(=O)(=O)NCCc5ccccc5)cc4)nn3)cc2o1,inactive,12500.0
CHEMBL2430498,O=c1cc(OCc2cn(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)nn2)c2ccccc2o1,intermediate,1800.0
CHEMBL2430499,COc1ccc(CCNS(=O)(=O)c2ccc(-n3cc(-c4ccccc4)nn3)cc2)cc1OC,intermediate,4600.0
CHEMBL2430501,COc1ccc(CCNS(=O)(=O)c2ccc(-n3cc(COc4ccc([N+](=O)[O-])cc4)nn3)cc2)cc1OC,intermediate,2700.0
CHEMBL3264672,CC(=O)c1ccccc1OCc1cn(-c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)nn1,inactive,12500.0
CHEMBL3264675,O=c1cc(OCc2cn(-c3ccc(S(=O)(=O)N4CCc5ccccc5C4)cc3)nn2)c2ccccc2o1,inactive,12500.0
CHEMBL3264684,COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4ccc([N+](=O)[O-])cc4)nn3)cc1)CC2,inactive,12500.0
CHEMBL3264679,COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4ccccc4C)nn3)cc1)CC2,inactive,12500.0
CHEMBL3264682,COC(=O)c1ccccc1OCc1cn(-c2ccc(S(=O)(=O)N3CCc4cc(OC)c(OC)cc4C3)cc2)nn1,inactive,12500.0
CHEMBL3264681,COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4ccccc4C(C)=O)nn3)cc1)CC2,inactive,12500.0
CHEMBL3264685,COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4cc(C=O)ccc4OC)nn3)cc1)CC2,inactive,12500.0
CHEMBL3589964,O=c1cc(OCc2cn(-c3cccc(S(=O)(=O)N4CCc5ccccc5C4)c3)nn2)c2ccccc2o1,inactive,12500.0
CHEMBL3589965,COc1cc2c(cc1OC)CN(S(=O)(=O)c1cccc(-n3cc(COc4ccc5ccc(=O)oc5c4)nn3)c1)CC2,active,200.0
CHEMBL3589966,COc1cc2c(cc1OC)CN(S(=O)(=O)c1cccc(-n3cc(COc4cc(=O)oc5ccccc45)nn3)c1)CC2,intermediate,1800.0
CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,intermediate,2600.0
CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,active,3.3
CHEMBL430879,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,active,100.0
CHEMBL3622054,N#Cc1ccc(N(CCSc2ccc(O)cc2)n2cnnc2)cc1,active,0.28
CHEMBL3622055,N#Cc1ccc(N(CCSc2ccc(O)c(Cl)c2)n2cnnc2)cc1,active,0.26
CHEMBL3622056,N#Cc1ccc(N(CCSc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,active,0.42
CHEMBL3622057,N#Cc1ccc(N(CCSc2ccc(OS(N)(=O)=O)c(Cl)c2)n2cnnc2)cc1,active,0.45
CHEMBL3622058,N#Cc1ccc(N(CCCSc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,active,0.51
CHEMBL3622059,N#Cc1ccc(N(CCCCCSc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,active,0.73
CHEMBL3622060,N#Cc1ccc(N(CCCS(=O)(=O)c2ccc(O)cc2)n2cnnc2)cc1,active,15.0
CHEMBL3622061,N#Cc1ccc(N(CC2CCc3cc(OS(N)(=O)=O)ccc3C2)n2cnnc2)cc1,active,5.2
CHEMBL3622062,N#Cc1ccc(N(Cc2ccc3cc(OS(N)(=O)=O)ccc3c2)n2cnnc2)cc1,active,31.0
CHEMBL3622063,N#Cc1ccc(N(Cc2ccc3c(Cl)c(OS(N)(=O)=O)ccc3c2)n2cnnc2)cc1,active,2.1
CHEMBL3622064,N#Cc1ccc(N(Cc2ccc3c(Br)c(OS(N)(=O)=O)ccc3c2)n2cnnc2)cc1,active,0.25
CHEMBL3622065,N#Cc1ccc(N(CCn2ccc3cc(OS(N)(=O)=O)ccc32)n2cnnc2)cc1,active,2.7
CHEMBL3622066,Cn1cc(CCN(c2ccc(C#N)cc2)n2cnnc2)c2cc(OS(N)(=O)=O)ccc21,active,2.3
CHEMBL3622067,N#Cc1ccc(N(CCc2coc3ccc(OS(N)(=O)=O)cc23)n2cnnc2)cc1,active,4.0
CHEMBL1444,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,active,0.89
CHEMBL479942,NS(=O)(=O)Oc1ccc(C(c2ccc(OS(N)(=O)=O)cc2)n2cncn2)cc1,intermediate,3044.0
CHEMBL518761,N#Cc1ccc(C(c2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1,active,3.0
CHEMBL479559,N#Cc1ccc([C@H](c2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1,active,3.2
CHEMBL480321,N#Cc1ccc([C@@H](c2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1,active,14.3
CHEMBL224060,Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21,active,29.0
CHEMBL3622363,Cn1nnc2ccc(C(c3ccc(OS(N)(=O)=O)cc3)n3cncn3)cc21,active,29.0
CHEMBL592131,N#Cc1ccc(Cn2cncn2)cc1-c1ccc(OS(N)(=O)=O)c(Cl)c1,active,0.12
CHEMBL597808,N#Cc1ccc(Cn2cncn2)cc1-c1ccc(O)c(Cl)c1,active,0.15
CHEMBL1399,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,active,1.5
CHEMBL3622069,CC(C)(C#N)c1cc(Cn2cncn2)cc(Sc2ccccc2)c1,active,2.3
CHEMBL3622070,CC(C)(C#N)c1cc(Cn2cncn2)cc(Sc2ccc(OS(N)(=O)=O)cc2)c1,active,3.5
CHEMBL3622071,CC(C)(C#N)c1cc(Cn2cncn2)cc(Sc2ccc(OS(N)(=O)=O)c(Cl)c2)c1,active,4.2
CHEMBL3622072,CC(C)(C#N)c1cc(Cn2cncn2)cc(Sc2ccc(OS(N)(=O)=O)c(Br)c2)c1,active,5.0
CHEMBL3622073,N#CC1(c2cc(Cn3cncn3)cc(Sc3ccc(OS(N)(=O)=O)cc3)c2)CCC1,active,20.7
CHEMBL3622075,N#CC1(c2cc(Cn3cncn3)cc(Sc3ccc(OS(N)(=O)=O)cc3)c2)CC1,active,3.4
CHEMBL3622076,CC(C)(C#N)c1cc(Cn2cncn2)cc(Oc2ccc(OS(N)(=O)=O)cc2)c1,active,5.5
CHEMBL3622077,CC(C)(C#N)c1cc(/C=C/c2ccc(OS(N)(=O)=O)cc2)cc(Cn2cncn2)c1,active,25.5
CHEMBL108425,N#Cc1ccc(N(Cc2ccc(Br)cc2)n2cnnc2)cc1,active,0.12
CHEMBL3623218,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@H](F)C[C@@]43C)[C@@H]1CCC2=O,active,970.0
CHEMBL3623217,C[C@]12CC[C@H]3[C@@H](CCC4=C(Sc5ccccc5)C(=O)CC[C@@]43C)[C@@H]1C[C@H](C#N)[C@@H]2O,active,170.0
CHEMBL3623216,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C(=O)C(O)=C(C#N)C[C@]34C)[C@@H]1CC[C@@H]2O,active,1000.0
CHEMBL3623215,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C(=O)c5[nH]ncc5C[C@]34C)[C@@H]1CC[C@@H]2O,active,510.0
CHEMBL2282050,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1C/C(=C\c1cccc(OCCCn3ccnc3)c1)C2=O,intermediate,4400.0
CHEMBL3623214,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@@H](n3ccnc3)C[C@@H]12,active,160.0
CHEMBL3623213,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1C[C@H](n1ccnc1)C2=O,active,180.0
CHEMBL2003274,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1C/C(=C\c1ccncc1)C2=O,intermediate,5200.0
CHEMBL3621226,CC(=O)[C@@]1(C)CC[C@H]2[C@@H](C=CC3=CC(=O)CC[C@@]32C)[C@@H]1CC#N,active,220.0
CHEMBL3623209,C[C@@H]1OC(=O)C[C@H]2[C@@H]3CC=C4CC(O)CC[C@]4(C)[C@H]3CC[C@]12C,active,250.0
CHEMBL3623208,CC(=O)[C@@]1(C)CC[C@H]2[C@@H](CCC3=CC(=O)CC[C@@]32C)[C@@H]1CC#N,active,420.0
CHEMBL3623219,CC[C@@H]1C[C@@]2(C)C(=CC1=O)CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,active,480.0
CHEMBL3623222,C[C@]12CC[C@H]3[C@@H](C[C@H]4OC[C@@]35CCC(=O)C=C45)[C@@H]1CCC2=O,inactive,44000.0
CHEMBL3623223,C=CC[C@@H]1CC2=CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@@H]21,active,470.0
CHEMBL2179110,CCC#CCO[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,active,12.0
CHEMBL3219600,COc1ccc2c(c1)C(=O)/C(=C/c1c[nH]cn1)CC2,active,41.0
CHEMBL293122,C1=C(CCn2ccnc2)c2cccnc2CC1,active,500.0
CHEMBL3623225,CCn1cc(C(c2ccccc2)n2ccnc2)c2ccccc21,active,100.0
CHEMBL41761,CCn1ccc2cc(C(c3ccc(F)cc3)n3ccnc3)ccc21,active,40.0
CHEMBL3623229,CCc1nc(C)cn1Cc1ccccc1CC(=O)O,intermediate,6200.0
CHEMBL3623230,c1ccc(Cn2c3ccccc3c3ccccc32)cc1,intermediate,2700.0
CHEMBL117,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,active,500.0
CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,intermediate,1200.0
CHEMBL275638,O=c1cc(-c2ccccc2)oc2ccccc12,intermediate,8000.0
CHEMBL274318,O=C1CC(c2ccccc2)Oc2ccccc21,intermediate,8000.0
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,inactive,12000.0
CHEMBL131921,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,inactive,113000.0
CHEMBL294361,COc1ccc2c(c1)C1C(CC2)C1c1ccncc1,active,30.0
CHEMBL3623226,Fc1ccc(C(c2cc3ccccc3o2)n2cncn2)cc1,active,190.0
CHEMBL294361,COc1ccc2c(c1)C1C(CC2)C1c1ccncc1,inactive,10000.0
CHEMBL188664,O=c1c(-c2ccccc2)c(SCc2ccncc2)oc2cc(OCc3ccccc3)ccc12,inactive,210000.0
CHEMBL3623227,Fc1ccc2c(c1)OC(c1ccccc1)CC2n1ccnc1,active,41.0
CHEMBL3623228,COc1cc(C2CC(=O)Oc3cc4c(cc32)OCO4)cc(OC)c1O,inactive,12100.0
CHEMBL421149,N#Cc1ccc(Cn2ccnc2)c2oc3ccccc3c(=O)c12,active,43.0
CHEMBL159073,O=c1c2ccccc2oc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12,active,40.0
CHEMBL437731,O=c1cc(Cn2ccnc2)c2ccc(Oc3ccccc3)cc2o1,active,51.0
CHEMBL479942,NS(=O)(=O)Oc1ccc(C(c2ccc(OS(N)(=O)=O)cc2)n2cncn2)cc1,intermediate,3000.0
CHEMBL518761,N#Cc1ccc(C(c2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1,active,3.0
CHEMBL3623231,N#Cc1ccc(C(CCc2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1,active,0.1
CHEMBL3623232,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2F)n2ccnc2)cc1,active,0.2
CHEMBL3623212,COc1cc(/C=C2\C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2O)ccc1OCCCn1ccnc1,intermediate,2400.0
CHEMBL3623220,C[C@]12CC[C@@H]3c4cc(NC(=O)c5ccncc5)c(O)cc4CC[C@H]3[C@@H]1CCC2=O,inactive,31000.0
CHEMBL3623221,C[C@]12CC[C@@H]3c4ccc(O)c(NC(=O)c5ccncc5)c4CC[C@H]3[C@@H]1CCC2=O,inactive,28000.0
CHEMBL3622434,c1ccc(-c2nnc3n2-c2ccc(-c4cccnc4)cc2CC3)cc1,active,21.0
CHEMBL3622437,COC(=O)c1cncc(-c2ccc3c(c2)CCc2nnc(C)n2-3)c1,inactive,10000.0
CHEMBL2331704,COC(C)(C)c1cncc(-c2ccc3c(c2)CCc2nnc(C)n2-3)c1,inactive,11160.0
CHEMBL3622445,Cc1nnc2n1-c1ccc(-c3cncc([C@](C)(O)C(F)(F)F)c3)cc1CC2,inactive,30000.0
CHEMBL3747562,CCS(=O)(=O)NCc1cncc(-c2c(C#N)c3ccc(Cl)cc3n2C)c1,intermediate,3400.0
CHEMBL3752414,C[C@@H]1C[C@@]2(C)C(=CC1=O)CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,active,690.0
CHEMBL3753169,CC1(C)C[C@@]2(C)C(=CC1=O)CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,active,89.0
CHEMBL3753307,C=C1C[C@@]2(C)C(=CC1=O)CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,active,550.0
CHEMBL3753403,C[C@H]1C[C@@]2(C)C(=CC1=O)CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,active,250.0
CHEMBL132530,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,intermediate,1200.0
CHEMBL3754183,CC1=C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,580.0
CHEMBL3753352,CC1=C[C@@]2(C)C(=CC1=O)[C@@H](Br)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,710.0
CHEMBL3753611,C[C@]12C=C(CCCc3ccccc3)C(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,140.0
CHEMBL3754516,C[C@]12CC[C@H]3[C@@H](CC(=O)C4=C[C@@H](OC=O)CC[C@@]43C)[C@@H]1CCC2=O,intermediate,1700.0
CHEMBL3752351,CC(=O)O[C@@H]1C=C2C(=O)C[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,intermediate,1700.0
CHEMBL3752280,C[C@]12CC[C@H]3[C@@H](CC(=O)C4=CCCC[C@@]43C)[C@@H]1CCC2=O,intermediate,1700.0
CHEMBL3754241,C[C@]12CC[C@H]3[C@@H](CCC4=C(Sc5ccccc5)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,active,190.0
CHEMBL3754489,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)[C@H](Sc1ccccc1)CC1=C(Oc2ccccc2)C(=O)CC[C@@]13C,intermediate,1650.0
CHEMBL484584,C[C@]12CC[C@H]3[C@@H](CCC4=C(Oc5ccccc5)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,active,530.0
CHEMBL2113524,C[C@]12CC[C@H]3[C@@H](CCC4=C(SC(F)F)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,intermediate,2700.0
CHEMBL3752892,C[C@]12CC[C@H]3[C@@H](CCC4=C(SCF)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,active,800.0
CHEMBL3754724,C[C@]12CC[C@H]3[C@@H](CCC4=C(SCCl)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,active,940.0
CHEMBL3754538,C[C@]12CC[C@H]3[C@@H](CCC4=C(c5ccc(OS(N)(=O)=O)cc5)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,active,990.0
CHEMBL1629804,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43C)[C@@H]1CCC2=O,active,130.0
CHEMBL1629802,C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@@H]5O[C@@H]5CC[C@]34C)[C@@H]1CCC2=O,active,180.0
CHEMBL1077603,C[C@]12CC[C@H]3[C@@H](CCC4=C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,active,140.0
CHEMBL3623217,C[C@]12CC[C@H]3[C@@H](CCC4=C(Sc5ccccc5)C(=O)CC[C@@]43C)[C@@H]1C[C@H](C#N)[C@@H]2O,active,169.3
CHEMBL3753645,C[C@]12CC[C@H]3[C@@H](C[C@H](OC(=O)CBr)C4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,intermediate,2800.0
CHEMBL1200374,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,active,230.0
CHEMBL3751946,C[C@]12C=CC(=O)C=C1[C@@H](CC[N+](=O)[O-])C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,active,910.0
CHEMBL3753463,C[C@]12C=CC(=O)C=C1[C@@H](CC=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,intermediate,2500.0
CHEMBL3752191,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,inactive,10000.0
CHEMBL3623213,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1C[C@H](n1ccnc1)C2=O,active,180.0
CHEMBL3623214,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@@H](n3ccnc3)C[C@@H]12,active,168.0
CHEMBL3753842,CC(=O)O[C@@H]1[C@@H](N=[N+]=[N-])C2=CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12,active,400.0
CHEMBL3753778,C[C@]12CC[C@H]3[C@@H](/C(=N/OCCCn4ccnc4)C=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,intermediate,3100.0
CHEMBL3752381,CC(=O)O[C@H]1CC[C@@]2(C)C(=C/C(=N\OCCCn3ccnc3)[C@H]3[C@@H]4CC[C@H](OC(C)=O)[C@@]4(C)CC[C@@H]32)C1,inactive,12000.0
CHEMBL3623223,C=CC[C@@H]1CC2=CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@@H]21,active,470.0
CHEMBL3753182,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C(=O)C(F)(F)F)[C@@H]1CCC2=O,inactive,26000.0
CHEMBL3752510,CSCC[C@]12CCC(=O)C=C1CC[C@@H]1C2=CC[C@]2(C)C(=O)CC[C@@H]12,active,12.0
CHEMBL3753104,C[C@]12CC=C3[C@@H](CCC4=CC(=O)CC[C@@]43CCSCF)[C@@H]1CCC2=O,active,50.0
CHEMBL3751861,C[C@]12CC[C@H]3[C@@H](Cc4noc5c4[C@]3(C)CC[C@@H]5O)[C@@H]1CC[C@@H]2O,inactive,120500.0
CHEMBL3752050,C[C@]12CC[C@H]3[C@@H](Cc4noc5c4[C@]3(C)CCC5=O)[C@@H]1CCC2=O,intermediate,1889.0
CHEMBL3752637,C[C@]12CC[C@H]3[C@@H](Cc4noc5c4[C@]3(C)CCC5=O)[C@@H]1CC[C@@H]2O,inactive,18570.0
CHEMBL3623216,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C(=O)C(O)=C(C#N)C[C@]34C)[C@@H]1CC[C@@H]2O,intermediate,1019.8
CHEMBL3623215,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C(=O)c5[nH]ncc5C[C@]34C)[C@@H]1CC[C@@H]2O,active,512.0
CHEMBL3752216,COc1ccc([C@@H]2[C@H]3C[C@H]4[C@@H]5CCC6=CC(=O)C=C[C@]6(C)[C@H]5CC[C@]4(C)C3=NN2C)cc1,intermediate,1820.0
CHEMBL3754253,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C3=NN(c4ccccc4)[C@H](c4ccccc4)[C@H]3C[C@@H]12,intermediate,1820.0
CHEMBL3754378,COc1ccc([C@@H]2[C@H]3C[C@H]4[C@@H]5CCC6=CC(=O)C=C[C@]6(C)[C@H]5CC[C@]4(C)C3=NN2c2ccccc2)cc1,intermediate,1820.0
CHEMBL3752689,COc1cc(/C=C2\C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]3(C)C2=O)ccc1OCCCn1ccnc1,intermediate,4400.0
CHEMBL3623212,COc1cc(/C=C2\C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2O)ccc1OCCCn1ccnc1,intermediate,2400.0
CHEMBL3754157,C[C@]12CC[C@H]3[C@@H](CC4=Nc5ccccc5SC5=C4[C@]3(C)CCC5=O)[C@@H]1CCC2=O,inactive,42300.0
CHEMBL3751913,C[C@]12CC[C@H]3[C@@H](Cc4nn(Cc5ccccc5)c5c4[C@]3(C)CCC5=O)[C@@H]1CC[C@@H]2O,active,245.0
